Go_Term,Name
GO:0045104,intermediate filament cytoskeleton organization
GO:0070301,cellular response to hydrogen peroxide
GO:0070453,regulation of heme biosynthetic process
GO:0014013,regulation of gliogenesis
GO:0001843,neural tube closure
GO:0048484,enteric nervous system development
GO:0061386,closure of optic fissure
GO:2001045,negative regulation of integrin-mediated signaling pathway
GO:0140825,lactoperoxidase activity
GO:0000707,meiotic DNA recombinase assembly
GO:0051125,regulation of actin nucleation
GO:0140285,endosome fission
GO:0055107,Golgi to secretory granule transport
GO:0051880,G-quadruplex DNA binding
GO:0044271,cellular nitrogen compound biosynthetic process
GO:0045765,regulation of angiogenesis
GO:0002029,desensitization of G protein-coupled receptor signaling pathway
GO:0061511,centriole elongation
GO:0002281,macrophage activation involved in immune response
GO:0071354,cellular response to interleukin-6
GO:0048583,regulation of response to stimulus
GO:0022821,solute:potassium antiporter activity
GO:0090333,regulation of stomatal closure
GO:0033567,"DNA replication, Okazaki fragment processing"
GO:0071932,replication fork reversal
GO:1990918,double-strand break repair involved in meiotic recombination
GO:0140096,"catalytic activity, acting on a protein"
GO:0016509,long-chain-3-hydroxyacyl-CoA dehydrogenase activity
GO:0032452,histone demethylase activity
GO:0032480,negative regulation of type I interferon production
GO:0039536,negative regulation of RIG-I signaling pathway
GO:0008783,agmatinase activity
GO:0016813,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines"
GO:0033389,"putrescine biosynthetic process from arginine, using agmatinase"
GO:2000779,regulation of double-strand break repair
GO:0099093,calcium export from the mitochondrion
GO:0000147,actin cortical patch assembly
GO:0061669,spontaneous neurotransmitter secretion
GO:0052629,"phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity"
GO:0051661,maintenance of centrosome location
GO:0051684,maintenance of Golgi location
GO:0070481,"nuclear-transcribed mRNA catabolic process, non-stop decay"
GO:0070651,nonfunctional rRNA decay
GO:0070966,"nuclear-transcribed mRNA catabolic process, no-go decay"
GO:0071025,RNA surveillance
GO:0003837,beta-ureidopropionase activity
GO:0050126,N-carbamoylputrescine amidase activity
GO:0033388,putrescine biosynthetic process from arginine
GO:0033396,beta-alanine biosynthetic process via 3-ureidopropionate
GO:1904257,zinc ion import into Golgi lumen
GO:0141133,diphthine methyl ester synthase activity
GO:0022027,interkinetic nuclear migration
GO:1903479,mitotic actomyosin contractile ring assembly actin filament organization
GO:0001570,vasculogenesis
GO:0004829,threonine-tRNA ligase activity
GO:0006435,threonyl-tRNA aminoacylation
GO:0004816,asparagine-tRNA ligase activity
GO:0006421,asparaginyl-tRNA aminoacylation
GO:0004493,methylmalonyl-CoA epimerase activity
GO:0046491,L-methylmalonyl-CoA metabolic process
GO:0004168,dolichol kinase activity
GO:0043048,dolichyl monophosphate biosynthetic process
GO:0008140,cAMP response element binding protein binding
GO:0008108,UDP-glucose:hexose-1-phosphate uridylyltransferase activity
GO:0015925,galactosidase activity
GO:0043878,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity
GO:0016447,somatic recombination of immunoglobulin gene segments
GO:0061015,snRNA import into nucleus
GO:0007608,sensory perception of smell
GO:0045184,establishment of protein localization
GO:0042759,long-chain fatty acid biosynthetic process
GO:0004449,isocitrate dehydrogenase (NAD+) activity
GO:0019777,Atg12 transferase activity
GO:0061651,Atg12 conjugating enzyme activity
GO:0032926,negative regulation of activin receptor signaling pathway
GO:0006363,termination of RNA polymerase I transcription
GO:0004420,hydroxymethylglutaryl-CoA reductase (NADPH) activity
GO:0015936,coenzyme A metabolic process
GO:0009566,fertilization
GO:0045132,meiotic chromosome segregation
GO:0051383,kinetochore organization
GO:0042791,5S class rRNA transcription by RNA polymerase III
GO:0010855,adenylate cyclase inhibitor activity
GO:0000736,"double-strand break repair via single-strand annealing, removal of nonhomologous ends"
GO:0005461,UDP-glucuronic acid transmembrane transporter activity
GO:0005463,UDP-N-acetylgalactosamine transmembrane transporter activity
GO:0015783,GDP-fucose transmembrane transport
GO:0015787,UDP-glucuronic acid transmembrane transport
GO:0015789,UDP-N-acetylgalactosamine transmembrane transport
GO:0040029,epigenetic regulation of gene expression
GO:0042809,nuclear vitamin D receptor binding
GO:0042974,nuclear retinoic acid receptor binding
GO:0046966,nuclear thyroid hormone receptor binding
GO:0097067,cellular response to thyroid hormone stimulus
GO:0071763,nuclear membrane organization
GO:0010971,positive regulation of G2/M transition of mitotic cell cycle
GO:0110032,positive regulation of G2/MI transition of meiotic cell cycle
GO:1902751,positive regulation of cell cycle G2/M phase transition
GO:0070063,RNA polymerase binding
GO:0099111,microtubule-based transport
GO:0004394,heparan sulfate 2-O-sulfotransferase activity
GO:0015014,"heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process"
GO:0007520,myoblast fusion
GO:0004350,glutamate-5-semialdehyde dehydrogenase activity
GO:0045931,positive regulation of mitotic cell cycle
GO:0000003,reproduction
GO:0030274,LIM domain binding
GO:0004142,diacylglycerol cholinephosphotransferase activity
GO:0035014,phosphatidylinositol 3-kinase regulator activity
GO:0141039,phosphatidylinositol 3-kinase inhibitor activity
GO:0090447,glycerol-3-phosphate 2-O-acyltransferase activity
GO:0015929,hexosaminidase activity
GO:0052658,"inositol-1,4,5-trisphosphate 5-phosphatase activity"
GO:0052659,"inositol-1,3,4,5-tetrakisphosphate 5-phosphatase activity"
GO:0080019,alcohol-forming very long-chain fatty acyl-CoA reductase activity
GO:0102965,alcohol-forming long-chain fatty acyl-CoA reductase activity
GO:0010345,suberin biosynthetic process
GO:1901568,fatty acid derivative metabolic process
GO:0021987,cerebral cortex development
GO:0004588,orotate phosphoribosyltransferase activity
GO:0006222,UMP biosynthetic process
GO:0002052,positive regulation of neuroblast proliferation
GO:0010001,glial cell differentiation
GO:0042790,nucleolar large rRNA transcription by RNA polymerase I
GO:0140684,histone H3K9me2/H3K9me3 demethylase activity
GO:0009411,response to UV
GO:0051392,tRNA N-acetyltransferase activity
GO:1990883,rRNA cytidine N-acetyltransferase activity
GO:0002101,tRNA wobble cytosine modification
GO:0016072,rRNA metabolic process
GO:0051391,tRNA acetylation
GO:1904812,rRNA acetylation involved in maturation of SSU-rRNA
GO:0001165,RNA polymerase I cis-regulatory region sequence-specific DNA binding
GO:0051267,CP2 mannose-ethanolamine phosphotransferase activity
GO:0000823,"inositol-1,4,5-trisphosphate 6-kinase activity"
GO:0047326,inositol tetrakisphosphate 5-kinase activity
GO:0003356,regulation of cilium beat frequency
GO:1901317,regulation of flagellated sperm motility
GO:0001706,endoderm formation
GO:0001836,release of cytochrome c from mitochondria
GO:0046028,"electron transporter, transferring electrons from cytochrome b6/f complex of photosystem II activity"
GO:0008812,choline dehydrogenase activity
GO:0019285,glycine betaine biosynthetic process from choline
GO:0004817,cysteine-tRNA ligase activity
GO:0006423,cysteinyl-tRNA aminoacylation
GO:0016817,"hydrolase activity, acting on acid anhydrides"
GO:0003886,DNA (cytosine-5-)-methyltransferase activity
GO:0010605,negative regulation of macromolecule metabolic process
GO:0045040,protein insertion into mitochondrial outer membrane
GO:0008260,succinyl-CoA:3-oxo-acid CoA-transferase activity
GO:0008410,CoA-transferase activity
GO:0046950,cellular ketone body metabolic process
GO:0046952,ketone body catabolic process
GO:0031117,positive regulation of microtubule depolymerization
GO:0034214,protein hexamerization
GO:0000995,RNA polymerase III general transcription initiation factor activity
GO:0042558,pteridine-containing compound metabolic process
GO:0050667,homocysteine metabolic process
GO:0035925,mRNA 3'-UTR AU-rich region binding
GO:0004371,glycerone kinase activity
GO:0034012,FAD-AMP lyase (cyclizing) activity
GO:0009066,aspartate family amino acid metabolic process
GO:0001091,RNA polymerase II general transcription initiation factor binding
GO:0080139,borate efflux transmembrane transporter activity
GO:0004854,xanthine dehydrogenase activity
GO:0008184,glycogen phosphorylase activity
GO:0102250,linear malto-oligosaccharide phosphorylase activity
GO:0102499,SHG alpha-glucan phosphorylase activity
GO:0005980,glycogen catabolic process
GO:1902983,DNA strand elongation involved in mitotic DNA replication
GO:0030218,erythrocyte differentiation
GO:0003986,acetyl-CoA hydrolase activity
GO:0008775,acetate CoA-transferase activity
GO:0006083,acetate metabolic process
GO:0140293,ADP-ribosylglutamate hydrolase activity
GO:0042278,purine nucleoside metabolic process
GO:0000215,tRNA 2'-phosphotransferase activity
GO:0070831,basement membrane assembly
GO:0000301,"retrograde transport, vesicle recycling within Golgi"
GO:1990275,preribosome binding
GO:0004835,tubulin-tyrosine ligase activity
GO:0032435,negative regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:1903094,negative regulation of protein K48-linked deubiquitination
GO:0043504,mitochondrial DNA repair
GO:0052751,GDP-mannose hydrolase activity
GO:1903394,protein localization to kinetochore involved in kinetochore assembly
GO:0090389,phagosome-lysosome fusion involved in apoptotic cell clearance
GO:0062064,box C/D methylation guide snoRNP complex binding
GO:0008535,respiratory chain complex IV assembly
GO:0042775,mitochondrial ATP synthesis coupled electron transport
GO:0006911,"phagocytosis, engulfment"
GO:0004333,fumarate hydratase activity
GO:0006106,fumarate metabolic process
GO:0001193,maintenance of transcriptional fidelity during transcription elongation by RNA polymerase II
GO:0005131,growth hormone receptor binding
GO:0060397,growth hormone receptor signaling pathway via JAK-STAT
GO:0004502,kynurenine 3-monooxygenase activity
GO:0070189,kynurenine metabolic process
GO:0050220,prostaglandin-E synthase activity
GO:0038062,protein tyrosine kinase collagen receptor activity
GO:0070478,"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"
GO:0044211,CTP salvage
GO:2000051,negative regulation of non-canonical Wnt signaling pathway
GO:0004321,fatty-acyl-CoA synthase activity
GO:0015645,fatty acid ligase activity
GO:0019799,tubulin N-acetyltransferase activity
GO:0019566,arabinose metabolic process
GO:0045490,pectin catabolic process
GO:0035198,miRNA binding
GO:0055105,ubiquitin-protein transferase inhibitor activity
GO:0050479,glyceryl-ether monooxygenase activity
GO:0006643,membrane lipid metabolic process
GO:0035613,RNA stem-loop binding
GO:0004655,porphobilinogen synthase activity
GO:0035226,glutamate-cysteine ligase catalytic subunit binding
GO:0070991,medium-chain fatty acyl-CoA dehydrogenase activity
GO:1902017,regulation of cilium assembly
GO:2001222,regulation of neuron migration
GO:0047389,glycerophosphocholine phosphodiesterase activity
GO:0016212,kynurenine-oxoglutarate transaminase activity
GO:0097178,ruffle assembly
GO:0021952,central nervous system projection neuron axonogenesis
GO:1990535,neuron projection maintenance
GO:1901136,carbohydrate derivative catabolic process
GO:0010772,meiotic DNA recombinase assembly involved in reciprocal meiotic recombination
GO:0004134,4-alpha-glucanotransferase activity
GO:0004135,"amylo-alpha-1,6-glucosidase activity"
GO:0102500,beta-maltose 4-alpha-glucanotransferase activity
GO:0047280,nicotinamide phosphoribosyltransferase activity
GO:0004414,homoserine O-acetyltransferase activity
GO:0009001,serine O-acetyltransferase activity
GO:0009092,homoserine metabolic process
GO:0003923,GPI-anchor transamidase activity
GO:0097370,protein O-GlcNAcylation via threonine
GO:0008120,ceramide glucosyltransferase activity
GO:0102769,dihydroceramide glucosyltransferase activity
GO:0006679,glucosylceramide biosynthetic process
GO:0004047,aminomethyltransferase activity
GO:0038063,collagen-activated tyrosine kinase receptor signaling pathway
GO:0045899,positive regulation of RNA polymerase II transcription preinitiation complex assembly
GO:1903298,negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway
GO:0050776,regulation of immune response
GO:0010496,intercellular transport
GO:0003876,AMP deaminase activity
GO:0006188,IMP biosynthetic process
GO:0098535,de novo centriole assembly involved in multi-ciliated epithelial cell differentiation
GO:0004658,propionyl-CoA carboxylase activity
GO:0055080,monoatomic cation homeostasis
GO:0007624,ultradian rhythm
GO:0018738,S-formylglutathione hydrolase activity
GO:0046294,formaldehyde catabolic process
GO:0048040,UDP-glucuronate decarboxylase activity
GO:0033320,UDP-D-xylose biosynthetic process
GO:0002031,G protein-coupled receptor internalization
GO:0004370,glycerol kinase activity
GO:0047940,glucuronokinase activity
GO:0052918,"dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity"
GO:0052926,"dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity"
GO:0042307,positive regulation of protein import into nucleus
GO:0030155,regulation of cell adhesion
GO:0004847,urea carboxylase activity
GO:0035402,histone H3T11 kinase activity
GO:0051299,centrosome separation
GO:1902410,mitotic cytokinetic process
GO:0003980,UDP-glucose:glycoprotein glucosyltransferase activity
GO:0097359,UDP-glucosylation
GO:0071558,histone H3K27me2/H3K27me3 demethylase activity
GO:0023051,regulation of signaling
GO:0008460,"dTDP-glucose 4,6-dehydratase activity"
GO:0010280,UDP-L-rhamnose synthase activity
GO:0050377,"UDP-glucose 4,6-dehydratase activity"
