"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","protein","domain"
"Nvec-vc1.1-XM-001622409.3.1",0.00027150644680954,0.457064102540414,0.252,0.201,1,"1","Nvec-vc1.1-XM-001622409.3",NA,NA
"Nvec-vc1.1-XM-048725389.1.1",0.000276834366983158,0.35385607516072,0.265,0.206,1,"1","Nvec-vc1.1-XM-048725389.1",NA,NA
"Nvec-vc1.1-XM-032385246.1.1",2.8950217140358e-98,2.19746800970916,0.495,0.142,4.7869184041582e-94,"1","Nvec-vc1.1-XM-032385246.1",NA,NA
"Nvec-vc1.1-XM-032374592.2.1",4.23545975975519e-97,2.54039023756484,0.491,0.147,7.0033327127552e-93,"1","Nvec-vc1.1-XM-032374592.2",NA,NA
"Nvec-vc1.1-XM-001623084.3.1",5.42144062434735e-97,2.43368578502728,0.4,0.082,8.96435207235835e-93,"1","Nvec-vc1.1-XM-001623084.3",NA,NA
"Nvec-vc1.1-XM-032378378.2.1",9.77959122047921e-97,-3.42134232464465,0.096,0.545,1.61705540830624e-92,"1","Nvec-vc1.1-XM-032378378.2",NA,NA
"Nvec-vc1.1-XM-001629854.3.1",0.000403563693006878,-0.495331366459933,0.308,0.379,1,"1","Nvec-vc1.1-XM-001629854.3",NA,NA
"Nvec-vc1.1-XM-001631006.3.1",6.58648953300972e-09,0.52728116857431,0.346,0.229,0.000108907604428316,"2","Nvec-vc1.1-XM-001631006.3",NA,NA
"Nvec-vc1.1-XM-048730261.1.1",6.23788322050523e-96,-1.57411361293846,0.529,0.858,1.03143399051054e-91,"1","Nvec-vc1.1-XM-048730261.1",NA,NA
"Nvec-vc1.1-XM-001639517.3.1",1.51682836302203e-95,2.50370710836336,0.404,0.086,2.50807569825692e-91,"1","Nvec-vc1.1-XM-001639517.3",NA,NA
"Nvec-vc1.1-XM-001634769.3.1",0.000431885155476911,0.389396391573328,0.26,0.211,1,"1","Nvec-vc1.1-XM-001634769.3",NA,NA
"Nvec-vc1.1-XM-032386302.2.1",3.54657146993089e-95,2.31371512234316,0.456,0.123,5.86425592553073e-91,"1","Nvec-vc1.1-XM-032386302.2",NA,NA
"Nvec-NVE123.1",0.00046104971440041,0.617364485145505,0.271,0.22,1,"1","Nvec-NVE123",NA,NA
"Nvec-vc1.1-XM-048731241.1.1",6.79700661064634e-95,-3.13221834369061,0.104,0.556,1.12388504307037e-90,"1","Nvec-vc1.1-XM-048731241.1",NA,NA
"Nvec-vc1.1-XM-001639372.3.2",9.97092643061593e-09,0.39519650149457,0.433,0.303,0.000164869268530234,"2","Nvec-vc1.1-XM-001639372.3",NA,NA
"Nvec-vc1.1-XM-048720931.1.1",8.61702825385024e-94,-1.85751289543626,0.426,0.775,1.42482562177414e-89,"1","Nvec-vc1.1-XM-048720931.1",NA,NA
"Nvec-vc1.1-XM-032370269.2.1",0.000490910032630532,-0.804186454473501,0.246,0.305,1,"1","Nvec-vc1.1-XM-032370269.2",NA,NA
"Nvec-vc1.1-XM-001637226.3.1",1.06144248311376e-08,0.583719836771807,0.414,0.292,0.00017550951458286,"2","Nvec-vc1.1-XM-001637226.3",NA,NA
"Nvec-vc1.1-XM-001639624.3.1",1.08402751361985e-08,0.524934326243621,0.404,0.281,0.000179243949377042,"2","Nvec-vc1.1-XM-001639624.3",NA,NA
"Nvec-vc1.1-XM-001638942.3.1",0.000612626953763927,-0.486837174744092,0.414,0.47,1,"1","Nvec-vc1.1-XM-001638942.3",NA,NA
"Nvec-vc1.1-XM-048732502.1.1",0.00063037006597687,-0.33290831868398,0.796,0.842,1,"1","Nvec-vc1.1-XM-048732502.1",NA,NA
"Nvec-vc1.1-XM-032376893.2.1",0.000689071199101839,0.37079879175627,0.253,0.204,1,"1","Nvec-vc1.1-XM-032376893.2",NA,NA
"Nvec-vc1.1-XM-048721168.1.1",0.000706355797531607,-0.426302939508762,0.188,0.258,1,"1","Nvec-vc1.1-XM-048721168.1",NA,NA
"Nvec-vc1.1-XM-001623597.3.2",1.28617948740567e-08,0.304013068422949,0.749,0.604,0.000212669778242527,"2","Nvec-vc1.1-XM-001623597.3",NA,NA
"Nvec-vc1.1-XM-048734077.1.1",3.05705891642651e-85,-2.53538377501732,0.219,0.622,5.05484691831124e-81,"1","Nvec-vc1.1-XM-048734077.1",NA,NA
"Nvec-vc1.1-XM-048729359.1.1",5.74510159329039e-85,2.03240363399934,0.482,0.154,9.49952548450566e-81,"1","Nvec-vc1.1-XM-048729359.1",NA,NA
"Nvec-vc1.1-XM-001633252.3.2",1.39317373958571e-08,-0.473980572023806,0.403,0.497,0.000230361277840497,"2","Nvec-vc1.1-XM-001633252.3",NA,NA
"Nvec-vc1.1-XM-048731984.1.1",2.4451052108915e-83,2.06980195313419,0.512,0.179,4.0429814662091e-79,"1","Nvec-vc1.1-XM-048731984.1",NA,NA
"Nvec-vc1.1-XM-032382138.2.1",1.06547007955189e-82,2.31037229439159,0.483,0.155,1.76175477653905e-78,"1","Nvec-vc1.1-XM-032382138.2",NA,NA
"Nvec-vc1.1-XM-001634550.3.1",2.19932760357694e-82,-4.3516481428809,0.043,0.443,3.63658819251446e-78,"1","Nvec-vc1.1-XM-001634550.3",NA,NA
"Nvec-vc1.1-XM-001636598.3.1",0.00107693719245549,-0.407454273186839,0.446,0.51,1,"1","Nvec-vc1.1-XM-001636598.3",NA,NA
"Nvec-vc1.1-XM-032366610.2.1",2.50208216048776e-81,1.77564603383472,0.564,0.221,4.13719285236652e-77,"1","Nvec-vc1.1-XM-032366610.2",NA,NA
"Nvec-vc1.1-XM-032362594.2.3",7.81255436232255e-15,-3.7682038593604,0.032,0.329,1.29180586381003e-10,"3","Nvec-vc1.1-XM-032362594.2",NA,NA
"Nvec-vc1.1-XM-032382763.2.1",7.18228931251782e-81,2.18114748416132,0.414,0.114,1.18759153782482e-76,"1","Nvec-vc1.1-XM-032382763.2",NA,NA
"Nvec-vc1.1-XM-048732532.1.1",1.33370236291624e-80,2.10692946707362,0.529,0.203,2.205276857082e-76,"1","Nvec-vc1.1-XM-048732532.1",NA,NA
"Nvec-vc1.1-XM-032363529.2.1",0.00123294149172791,-0.540665065221548,0.256,0.322,1,"1","Nvec-vc1.1-XM-032363529.2",NA,NA
"Nvec-vc1.1-XM-048729680.1.1",7.16908562934412e-80,-3.42554480164308,0.075,0.473,1.18540830881205e-75,"1","Nvec-vc1.1-XM-048729680.1",NA,NA
"Nvec-NVE123.2",1.97500568883444e-08,-0.948235917504742,0.157,0.251,0.000326567190648775,"2","Nvec-NVE123",NA,NA
"Nvec-vc1.1-XM-001641854.3.1",0.00134681860130314,0.356758736545771,0.262,0.215,1,"1","Nvec-vc1.1-XM-001641854.3",NA,NA
"Nvec-vc1.1-XM-048732816.1.1",0.00143462473393502,0.283608669987958,0.37,0.31,1,"1","Nvec-vc1.1-XM-048732816.1",NA,NA
"Nvec-vc1.1-XM-048729298.1.1",0.00150993527895068,-0.369282503391526,0.46,0.531,1,"1","Nvec-vc1.1-XM-048729298.1",NA,NA
"Nvec-v1g132358.1",2.8356180132527e-17,0.971969566755858,0.331,0.183,4.68869438491335e-13,"2","Nvec-v1g132358",NA,NA
"Nvec-vc1.1-XM-032365142.1.2",1.23920038847155e-14,-0.474873670666621,0.994,0.995,2.04901784233771e-10,"3","Nvec-vc1.1-XM-032365142.1",NA,NA
"Nvec-vc1.1-XM-032384567.2.1",0.00162405095934829,0.284739334281507,0.298,0.252,1,"1","Nvec-vc1.1-XM-032384567.2",NA,NA
"Nvec-vc1.1-XM-001628976.3.1",7.44918728842108e-34,0.941708895176739,0.672,0.423,1.23172311814042e-29,"2","Nvec-vc1.1-XM-001628976.3",NA,NA
"Nvec-vc1.1-XM-001628535.3.1",0.00193550392334498,-0.264760041886654,0.635,0.698,1,"1","Nvec-vc1.1-XM-001628535.3",NA,NA
"Nvec-vc1.1-XM-001632299.3.1",2.52741753122672e-08,0.374976148822319,0.842,0.793,0.000417908488788339,"2","Nvec-vc1.1-XM-001632299.3",NA,NA
"Nvec-vc1.1-XM-001638819.3.1",0.000887910915614939,0.497582653870664,0.397,0.23,1,"3","Nvec-vc1.1-XM-001638819.3",NA,NA
"Nvec-vc1.1-XM-001634286.3.3",1.6102723525007e-14,-3.42343453452537,0.09,0.37,2.6625853348599e-10,"3","Nvec-vc1.1-XM-001634286.3",NA,NA
"Nvec-vc1.1-XM-032374179.2.1",2.77473098730739e-08,0.378184252949751,0.666,0.526,0.000458801768751276,"2","Nvec-vc1.1-XM-032374179.2",NA,NA
"Nvec-vc1.1-XM-048724250.1.2",2.77727656222302e-08,0.469101572876912,0.317,0.203,0.000459222679563576,"2","Nvec-vc1.1-XM-048724250.1",NA,NA
"Nvec-vc1.1-XM-048719697.1.1",2.87741867110656e-08,-0.897427811498941,0.192,0.277,0.00047578117726747,"2","Nvec-vc1.1-XM-048719697.1",NA,NA
"Nvec-vc1.1-XM-001639460.3.1",0.000962002722609759,0.537710172593091,0.449,0.269,1,"3","Nvec-vc1.1-XM-001639460.3",NA,NA
"Nvec-vc1.1-XM-048734265.1.2",0.000964720911775701,0.47314760614662,0.635,0.45,1,"3","Nvec-vc1.1-XM-048734265.1",NA,NA
"Nvec-vc1.1-XM-001633252.3.3",2.03932889778086e-14,0.980590245451948,0.763,0.462,3.37203033248066e-10,"3","Nvec-vc1.1-XM-001633252.3",NA,NA
"Nvec-vc1.1-XM-032363132.2.1",5.04299686083494e-08,0.582707124026642,0.324,0.218,0.000833859530939057,"2","Nvec-vc1.1-XM-032363132.2",NA,NA
"Nvec-vc1.1-XM-048729482.1.2",2.22472614228882e-14,0.914266573428113,0.827,0.544,3.67858467627457e-10,"3","Nvec-vc1.1-XM-048729482.1",NA,NA
"Nvec-vc1.1-XM-001625085.3.1",0.0010024841478882,0.500078541490514,0.301,0.163,1,"3","Nvec-vc1.1-XM-001625085.3",NA,NA
"Nvec-vc1.1-XM-032386404.2.1",0.00360233831032586,-0.520423658919588,0.237,0.297,1,"1","Nvec-vc1.1-XM-032386404.2",NA,NA
"Nvec-vc1.1-XM-048719869.1.1",0.00364511640229409,-0.421405847117182,0.237,0.3,1,"1","Nvec-vc1.1-XM-048719869.1",NA,NA
"Nvec-vc1.1-XM-001630275.3.2",2.77020574210055e-14,-3.67368739932514,0.038,0.325,4.58053519456326e-10,"3","Nvec-vc1.1-XM-001630275.3",NA,NA
"Nvec-vc1.1-XM-048719902.1.3",2.7899007737149e-14,-3.28345764307032,0.038,0.331,4.61310092933758e-10,"3","Nvec-vc1.1-XM-048719902.1",NA,NA
"Nvec-vc1.1-XM-001635503.3.1",0.00397618962040034,-0.438978573570231,0.207,0.268,1,"1","Nvec-vc1.1-XM-001635503.3",NA,NA
"Nvec-vc1.1-XM-048728028.1.2",6.58825616962826e-08,-0.287002230877468,0.221,0.333,0.00108936815764803,"2","Nvec-vc1.1-XM-048728028.1",NA,NA
"Nvec-vc1.1-XM-001636512.3.2",0.00114941027822811,0.261933934061279,0.897,0.837,1,"3","Nvec-vc1.1-XM-001636512.3",NA,NA
"Nvec-vc1.1-XM-048731022.1.2",3.05641738273256e-14,1.33598680072665,0.583,0.289,5.05378614234829e-10,"3","Nvec-vc1.1-XM-048731022.1",NA,NA
"Nvec-vc1.1-XM-032365758.2.1",0.00493616698569908,-0.392184384269752,0.275,0.337,1,"1","Nvec-vc1.1-XM-032365758.2",NA,NA
"Nvec-vc1.1-XM-048721900.1.1",0.00601792385152371,-0.509827850762601,0.255,0.313,1,"1","Nvec-vc1.1-XM-048721900.1",NA,NA
"Nvec-vc1.1-XM-048729266.1.1",7.0831432926698e-08,0.553030952733092,0.327,0.219,0.00117119774344295,"2","Nvec-vc1.1-XM-048729266.1",NA,NA
"Nvec-vc1.1-XM-048721229.1.2",0.00127108793085901,0.569544775836254,0.391,0.23,1,"3","Nvec-vc1.1-XM-048721229.1",NA,NA
"Nvec-vc1.1-XM-001634239.3.1",7.54678674687746e-08,0.538624266344531,0.299,0.197,0.00124786118859619,"2","Nvec-vc1.1-XM-001634239.3",NA,NA
"Nvec-vc1.1-XM-032370147.2.2",7.79019800927108e-08,0.540052070501281,0.33,0.226,0.00128810924083297,"2","Nvec-vc1.1-XM-032370147.2",NA,NA
"Nvec-vc1.1-XM-032376389.2.1",9.00495311728231e-08,0.557467792552583,0.323,0.214,0.00148896899794263,"2","Nvec-vc1.1-XM-032376389.2",NA,NA
"Nvec-vc1.1-XM-032366070.2.1",0.00139519175982248,-1.06539733753554,0.186,0.264,1,"3","Nvec-vc1.1-XM-032366070.2",NA,NA
"Nvec-vc1.1-XM-048719912.1.1",0.00921207678016823,-0.452227982738497,0.199,0.253,1,"1","Nvec-vc1.1-XM-048719912.1",NA,NA
"Nvec-vc1.1-XM-048724725.1.1",0.00142331820497606,0.480234307194964,0.609,0.45,1,"3","Nvec-vc1.1-XM-048724725.1",NA,NA
"Nvec-vc1.1-XM-001626643.3.2",3.33141432135011e-191,-2.76407627035967,0.365,0.872,5.50849358035241e-187,"2","Nvec-vc1.1-XM-001626643.3",NA,NA
"Nvec-vc1.1-XM-032381560.2.1",3.04759303099525e-24,-2.32390376136055,0.199,0.593,5.03919507675065e-20,"3","Nvec-vc1.1-XM-032381560.2",NA,NA
"Nvec-vc1.1-XM-032365831.2.2",0.00145408928268242,0.509746398642849,0.404,0.243,1,"3","Nvec-vc1.1-XM-032365831.2",NA,NA
"Nvec-vc1.1-XM-001640033.3.1",4.47489937600127e-141,1.03564433669381,0.996,0.978,7.3992461182181e-137,"2","Nvec-vc1.1-XM-001640033.3",NA,NA
"Nvec-vc1.1-XM-048721264.1.1",1.17587615762429e-07,0.452241991909963,0.397,0.277,0.00194431122663176,"2","Nvec-vc1.1-XM-048721264.1",NA,NA
"Nvec-vc1.1-XM-001629287.3.1",1.19664616729498e-134,-1.22232273921416,0.869,0.977,1.97865443762225e-130,"2","Nvec-vc1.1-XM-001629287.3",NA,NA
"Nvec-vc1.1-XM-001641466.3.1",4.01926392789454e-133,-2.07616062705715,0.292,0.803,6.64585290477363e-129,"2","Nvec-vc1.1-XM-001641466.3",NA,NA
"Nvec-vc1.1-XM-048719588.1.1",1.23762397431778e-07,0.499155517851327,0.513,0.413,0.00204641124153445,"2","Nvec-vc1.1-XM-048719588.1",NA,NA
"Nvec-vc1.1-XM-048721665.1.1",5.71071992920081e-120,1.78916482377268,0.924,0.633,9.44267540293354e-116,"2","Nvec-vc1.1-XM-048721665.1",NA,NA
"Nvec-vc1.1-XM-032384093.2.1",9.4081032240026e-120,1.49992463221065,0.949,0.673,1.55562986808883e-115,"2","Nvec-vc1.1-XM-032384093.2",NA,NA
"Nvec-vc1.1-XM-048729815.1.1",1.37662876563833e-07,0.567491618689889,0.366,0.264,0.00227625566398298,"2","Nvec-vc1.1-XM-048729815.1",NA,NA
"Nvec-vc1.1-XM-001622998.3.2",5.34428544508481e-31,1.03263106327687,0.526,0.287,8.83677598344773e-27,"2","Nvec-vc1.1-XM-001622998.3",NA,NA
"Nvec-vc1.1-XM-001637026.3.1",8.37794358807062e-116,1.65645426748666,0.891,0.506,1.38529297228748e-111,"2","Nvec-vc1.1-XM-001637026.3",NA,NA
"Nvec-vc1.1-XM-001623587.3.2",1.55680098283467e-07,0.359167476735281,0.494,0.362,0.00257417042511713,"2","Nvec-vc1.1-XM-001623587.3",NA,NA
"Nvec-vc1.1-XM-001622409.3.2",1.57908689834028e-07,0.520728868155058,0.289,0.191,0.00261102018640565,"2","Nvec-vc1.1-XM-001622409.3",NA,NA
"Nvec-vc1.1-XM-001622452.3.2",4.44706925453664e-111,-4.38067253778628,0.061,0.55,7.35322901237634e-107,"2","Nvec-vc1.1-XM-001622452.3",NA,NA
"Nvec-vc1.1-XM-001641184.3.1",4.87393436559813e-109,1.5121507295819,0.975,0.773,8.05905047351652e-105,"2","Nvec-vc1.1-XM-001641184.3",NA,NA
"Nvec-vc1.1-XM-001641608.3.1",1.63467720660967e-07,0.435074157107955,0.416,0.297,0.00270293876112909,"2","Nvec-vc1.1-XM-001641608.3",NA,NA
"Nvec-vc1.1-XM-048727073.1.1",2.16395244171937e-102,-4.57305661457154,0.047,0.512,3.57809536238299e-98,"2","Nvec-vc1.1-XM-048727073.1",NA,NA
"Nvec-vc1.1-XM-001622555.3.2",9.21686506278911e-14,1.15575170480659,0.494,0.197,1.52400863813218e-09,"3","Nvec-vc1.1-XM-001622555.3",NA,NA
"Nvec-vc1.1-XM-032376926.2.3",0.00199451573633544,0.976390657213836,0.321,0.477,1,"3","Nvec-vc1.1-XM-032376926.2",NA,NA
"Nvec-vc1.1-XM-032376933.1.2",1.0532220420057e-13,-2.61501084171763,0.122,0.4,1.74150264645642e-09,"3","Nvec-vc1.1-XM-032376933.1",NA,NA
"Nvec-vc1.1-XM-001628481.3.2",1.05632945018215e-13,-3.40480080351877,0.058,0.336,1.74664074587618e-09,"3","Nvec-vc1.1-XM-001628481.3",NA,NA
"Nvec-vc1.1-XM-032383475.2.1",2.15680664615854e-93,-0.55890396705939,0.993,0.999,3.56627978942315e-89,"2","Nvec-vc1.1-XM-032383475.2",NA,NA
"Nvec-NVE13323.2",3.62189249248468e-93,-3.67703408676238,0.049,0.492,5.98879923632341e-89,"2","Nvec-NVE13323",NA,NA
"Nvec-vc1.1-XM-001623354.3.1",2.06201538038138e-07,0.257391442953631,0.891,0.816,0.0034095424314606,"2","Nvec-vc1.1-XM-001623354.3",NA,NA
"Nvec-vc1.1-XM-032364336.2.2",1.15088165342362e-13,1.20528374883653,0.596,0.291,1.90298281393596e-09,"3","Nvec-vc1.1-XM-032364336.2",NA,NA
"Nvec-vc1.1-XM-001632093.3.2",6.62446075625486e-91,-2.64906249249924,0.116,0.556,1.09535458604674e-86,"2","Nvec-vc1.1-XM-001632093.3",NA,NA
"Nvec-vc1.1-XM-032372534.2.2",2.51508951682598e-90,1.27054961815046,0.962,0.905,4.15870051607175e-86,"2","Nvec-vc1.1-XM-032372534.2",NA,NA
"Nvec-vc1.1-XM-032383664.2.1",2.71040531960614e-07,0.674438643476837,0.342,0.24,0.00448165519596876,"2","Nvec-vc1.1-XM-032383664.2",NA,NA
"Nvec-vc1.1-XM-001639574.3.1",3.04756806330982e-07,0.38297908123586,0.565,0.438,0.00503915379268279,"2","Nvec-vc1.1-XM-001639574.3",NA,NA
"Nvec-vc1.1-XM-001638391.3.1",3.05669195815185e-07,0.496192222511504,0.43,0.317,0.00505424015280408,"2","Nvec-vc1.1-XM-001638391.3",NA,NA
"Nvec-vc1.1-XM-001628343.3.1",3.19391214646793e-07,0.558118662166948,0.315,0.213,0.00528113373418473,"2","Nvec-vc1.1-XM-001628343.3",NA,NA
"Nvec-vc1.1-XM-001641659.3.2",3.47873702582377e-07,-0.738947530803729,0.273,0.352,0.00575209167219961,"2","Nvec-vc1.1-XM-001641659.3",NA,NA
"Nvec-vc1.1-XM-001630306.3.2",1.80666353982745e-85,2.07880365989745,0.51,0.162,2.9873181631047e-81,"2","Nvec-vc1.1-XM-001630306.3",NA,NA
"Nvec-vc1.1-XM-032382760.2.1",3.62478757192783e-07,0.362202933634555,0.731,0.605,0.00599358625018267,"2","Nvec-vc1.1-XM-032382760.2",NA,NA
"Nvec-vc1.1-XM-001638111.3.2",3.78040818797315e-07,0.35870744064234,0.4,0.281,0.0062509049388136,"2","Nvec-vc1.1-XM-001638111.3",NA,NA
"Nvec-vc1.1-XM-001632606.3.1",3.86766258433604e-07,0.268507017319312,0.919,0.868,0.00639518008319965,"2","Nvec-vc1.1-XM-001632606.3",NA,NA
"Nvec-vc1.1-XM-001626451.3.1",0.00261710799879409,0.492157684624615,0.256,0.15,1,"3","Nvec-vc1.1-XM-001626451.3",NA,NA
"Nvec-NVE23746.1",1.76171220410797e-82,2.3138018408563,0.567,0.21,2.91299112949253e-78,"2","Nvec-NVE23746",NA,NA
"Nvec-vc1.1-XM-032372463.2.1",2.33580126879334e-81,-2.34827697301269,0.18,0.574,3.86224739794979e-77,"2","Nvec-vc1.1-XM-032372463.2",NA,NA
"Nvec-vc1.1-XM-032362674.2.3",2.76793461404056e-13,-3.17343126645402,0.045,0.318,4.57677988431606e-09,"3","Nvec-vc1.1-XM-032362674.2",NA,NA
"Nvec-vc1.1-XM-048720266.1.2",0.0027079975390396,-0.873263040549727,0.256,0.31,1,"3","Nvec-vc1.1-XM-048720266.1",NA,NA
"Nvec-vc1.1-XM-032364224.2.1",3.20422807603744e-80,2.62631987521267,0.422,0.113,5.2981911237279e-76,"2","Nvec-vc1.1-XM-032364224.2",NA,NA
"Nvec-vc1.1-XM-048731219.1.2",1.08306196964162e-08,-2.19108114376899,0.109,0.304,0.000179084296680243,"3","Nvec-vc1.1-XM-048731219.1",NA,NA
"Nvec-vc1.1-XM-001635949.3.1",5.20311843555943e-07,0.504861358577943,0.359,0.258,0.00860335633319751,"2","Nvec-vc1.1-XM-001635949.3",NA,NA
"Nvec-vc1.1-XM-001641499.3.3",3.16877384086538e-13,0.877138061221979,0.731,0.387,5.2395675458709e-09,"3","Nvec-vc1.1-XM-001641499.3",NA,NA
"Nvec-NVE2879.2",3.21901838868384e-13,-1.26847495241423,0.423,0.648,5.32264690568872e-09,"3","Nvec-NVE2879",NA,NA
"Nvec-vc1.1-XM-001624568.3.2",4.73550077999527e-29,1.00970146709652,0.459,0.242,7.83015053972218e-25,"2","Nvec-vc1.1-XM-001624568.3",NA,NA
"Nvec-vc1.1-XM-048731785.1.1",4.56528395707802e-79,2.40849669182721,0.449,0.14,7.54869702302851e-75,"2","Nvec-vc1.1-XM-048731785.1",NA,NA
"Nvec-vc1.1-XM-048726494.1.1",6.38752762877531e-07,0.535300488809788,0.342,0.24,0.01056177693418,"2","Nvec-vc1.1-XM-048726494.1",NA,NA
"Nvec-vc1.1-XM-001636216.3.1",6.49673509722421e-07,0.346881252846683,0.544,0.419,0.0107423514832602,"2","Nvec-vc1.1-XM-001636216.3",NA,NA
"Nvec-vc1.1-XM-048730161.1.1",2.25964725340518e-77,-3.01963740501539,0.065,0.459,3.73632673350546e-73,"2","Nvec-vc1.1-XM-048730161.1",NA,NA
"Nvec-vc1.1-XM-001631478.3.2",3.32584228072604e-76,0.854218042892842,0.975,0.953,5.4992802111805e-72,"2","Nvec-vc1.1-XM-001631478.3",NA,NA
"Nvec-vc1.1-XM-032377471.2.1",7.28565685517769e-07,0.615394291267786,0.311,0.217,0.0120468336100363,"2","Nvec-vc1.1-XM-032377471.2",NA,NA
"Nvec-vc1.1-XM-001624980.3.2",7.81526917612017e-07,-0.814840058144179,0.202,0.282,0.0129225475827147,"2","Nvec-vc1.1-XM-001624980.3",NA,NA
"Nvec-vc1.1-XM-001642008.3.1",2.88287894680937e-28,0.852808797631614,0.586,0.359,4.76684033854929e-24,"2","Nvec-vc1.1-XM-001642008.3",NA,NA
"Nvec-vc1.1-XM-048731597.1.3",4.46281363575755e-13,0.974934971787261,0.583,0.28,7.37926234672511e-09,"3","Nvec-vc1.1-XM-048731597.1",NA,NA
"Nvec-vc1.1-XM-001641672.3.1",8.21361427562973e-07,0.485576642235654,0.315,0.217,0.0135812112047538,"2","Nvec-vc1.1-XM-001641672.3",NA,NA
"Nvec-vc1.1-XM-048732790.1.1",8.49762168482385e-07,0.47945514160214,0.317,0.217,0.0140508174558562,"2","Nvec-vc1.1-XM-048732790.1",NA,NA
"Nvec-vc1.1-XM-048721861.1.2",5.87261501492495e-28,-2.08302006558975,0.087,0.28,9.71036892717841e-24,"2","Nvec-vc1.1-XM-048721861.1",NA,NA
"Nvec-vc1.1-XM-048733926.1.1",6.11103962638936e-28,-0.451863191307868,0.959,0.98,1.01046040222348e-23,"2","Nvec-vc1.1-XM-048733926.1",NA,NA
"Nvec-vc1.1-XM-048725091.1.2",7.14958919324874e-13,-2.58884366056659,0.096,0.365,1.18218457310368e-08,"3","Nvec-vc1.1-XM-048725091.1",NA,NA
"Nvec-vc1.1-XM-001626662.3.1",8.76579800033462e-07,0.400883737144507,0.392,0.286,0.0144942469935533,"2","Nvec-vc1.1-XM-001626662.3",NA,NA
"Nvec-vc1.1-XM-001628360.3.1",8.83865352784074e-07,0.409765207853699,0.439,0.328,0.0146147136082847,"2","Nvec-vc1.1-XM-001628360.3",NA,NA
"Nvec-vc1.1-XM-001637780.3.1",1.91266049043825e-73,-0.454304855121123,0.985,0.998,3.16258412093965e-69,"2","Nvec-vc1.1-XM-001637780.3",NA,NA
"Nvec-vc1.1-XM-032362227.2.1",2.06099571924907e-73,1.25992014271713,0.757,0.391,3.40785642177834e-69,"2","Nvec-vc1.1-XM-032362227.2",NA,NA
"Nvec-vc1.1-XM-048724836.1.2",5.31627502753665e-73,-3.38630084115635,0.124,0.488,8.79046075803185e-69,"2","Nvec-vc1.1-XM-048724836.1",NA,NA
"Nvec-vc1.1-XM-032382761.2.2",1.84034559899362e-72,-2.57186020104937,0.113,0.487,3.04301144793595e-68,"2","Nvec-vc1.1-XM-032382761.2",NA,NA
"Nvec-vc1.1-XM-048721029.1.1",1.13606739915112e-06,0.66971152144394,0.275,0.19,0.0187848744449637,"2","Nvec-vc1.1-XM-048721029.1",NA,NA
"Nvec-vc1.1-XM-048726128.1.2",6.96787604835918e-14,0.687997204215688,0.358,0.211,1.15213830459619e-09,"2","Nvec-vc1.1-XM-048726128.1",NA,NA
"Nvec-vc1.1-XM-001627792.3.2",0.00414847193210909,-0.764490517917013,0.192,0.266,1,"3","Nvec-vc1.1-XM-001627792.3",NA,NA
"Nvec-vc1.1-XM-001634155.3.3",1.0352715208635e-12,-0.80965126890856,0.667,0.756,1.7118214597478e-08,"3","Nvec-vc1.1-XM-001634155.3",NA,NA
"Nvec-vc1.1-XM-001629190.3.1",1.28275871779184e-06,0.49278099906848,0.356,0.257,0.021210415398688,"2","Nvec-vc1.1-XM-001629190.3",NA,NA
"Nvec-v1g183927.2",3.64224412824415e-69,1.71002716244723,0.493,0.177,6.02245066605171e-65,"2","Nvec-v1g183927",NA,NA
"Nvec-vc1.1-XM-048721305.1.2",3.79115357521348e-69,1.18605667010583,0.927,0.697,6.26867243661548e-65,"2","Nvec-vc1.1-XM-048721305.1",NA,NA
"Nvec-vc1.1-XM-001629485.3.1",1.43651100962975e-06,0.256479474710283,0.853,0.797,0.0237527095442279,"2","Nvec-vc1.1-XM-001629485.3",NA,NA
"Nvec-vc1.1-XM-048720625.1.1",1.50573950315493e-68,1.11790053671338,0.836,0.52,2.48974026846668e-64,"2","Nvec-vc1.1-XM-048720625.1",NA,NA
"Nvec-vc1.1-XM-032382358.2.1",2.29121614926772e-68,1.45091869346907,0.785,0.485,3.78852590281417e-64,"2","Nvec-vc1.1-XM-032382358.2",NA,NA
"Nvec-vc1.1-XM-048725821.1.2",0.00438502841794708,-0.808117237971951,0.314,0.369,1,"3","Nvec-vc1.1-XM-048725821.1",NA,NA
"Nvec-vc1.1-XM-048731269.1.1",1.51940505892344e-06,0.616530290204957,0.304,0.211,0.0251233626492992,"2","Nvec-vc1.1-XM-048731269.1",NA,NA
"Nvec-vc1.1-XM-032378126.2.2",0.00461681403452134,-0.607043697589594,0.545,0.531,1,"3","Nvec-vc1.1-XM-032378126.2",NA,NA
"Nvec-vc1.1-XM-001622235.3.2",1.6790936033388e-06,0.36242006639848,0.535,0.423,0.027763812731207,"2","Nvec-vc1.1-XM-001622235.3",NA,NA
"Nvec-vc1.1-XM-001626221.3.2",1.82769802746098e-06,-0.653576800875846,0.214,0.292,0.0302209868840674,"2","Nvec-vc1.1-XM-001626221.3",NA,NA
"Nvec-vc1.1-XM-048731127.1.2",2.10832678242903e-06,0.346384466849194,0.395,0.283,0.0348611833474639,"2","Nvec-vc1.1-XM-048731127.1",NA,NA
